João Pessoa;Código: 2507507

Ensino - Matrículas, Docentes e Rede Escolar 2015
Matrícula - Ensino fundamental - 2015 (1);94.940;Matrículas
Matrícula - Ensino fundamental - escola pública estadual - 2015 (1);20.568;Matrículas
Matrícula - Ensino fundamental - escola pública federal - 2015 (1);99;Matrículas
Matrícula - Ensino fundamental - escola pública municipal - 2015 (1);38.210;Matrículas
Matrícula - Ensino fundamental - escola privada - 2015 (1);36.063;Matrículas
Matrícula - Ensino médio - 2015 (1);27.392;Matrículas
Matrícula - Ensino médio - escola pública estadual - 2015 (1);16.887;Matrículas
Matrícula - Ensino médio - escola pública federal - 2015 (1);1.151;Matrículas
Matrícula - Ensino médio - escola pública municipal - 2015 (1);0;Matrículas
Matrícula - Ensino médio - escola privada - 2015 (1);9.354;Matrículas
Matrícula - Ensino pré-escolar - 2015 (1);12.873;Matrículas
Matrícula - Ensino pré-escolar - escola pública estadual - 2015 (1);0;Matrículas
Matrícula - Ensino pré-escolar - escola pública federal - 2015 (1);58;Matrículas
Matrícula - Ensino pré-escolar - escola pública municipal - 2015 (1);5.027;Matrículas
Matrícula - Ensino pré-escolar - escola privada - 2015 (1);7.788;Matrículas
Docentes - Ensino fundamental - 2015 (1);5.121;Docentes
Docentes - Ensino fundamental - escola pública estadual - 2015 (1);1.285;Docentes
Docentes - Ensino fundamental - escola pública federal - 2015 (1);7;Docentes
Docentes - Ensino fundamental - escola pública municipal - 2015 (1);2.018;Docentes
Docentes - Ensino fundamental - escola privada - 2015 (1);1.811;Docentes
Docentes - Ensino médio - 2015 (1);2.039;Docentes
Docentes - Ensino médio - escola pública estadual - 2015 (1);1.182;Docentes
Docentes - Ensino médio - escola pública federal - 2015 (1);172;Docentes
Docentes - Ensino médio - escola pública municipal - 2015 (1);0;Docentes
Docentes - Ensino médio - escola privada - 2015 (1);685;Docentes
Docentes - Ensino pré-escolar - 2015 (1);768;Docentes
Docentes - Ensino pré-escolar - escola pública estadual - 2015 (1);0;Docentes
Docentes - Ensino pré-escolar - escola pública federal - 2015 (1);4;Docentes
Docentes - Ensino pré-escolar - escola pública municipal - 2015 (1);360;Docentes
Docentes - Ensino pré-escolar - escola privada - 2015 (1);404;Docentes
Escolas - Ensino fundamental - 2015 (1);367;Escolas
Escolas - Ensino fundamental - escola pública estadual - 2015 (1);96;Escolas
Escolas - Ensino fundamental - escola pública federal - 2015 (1);1;Escolas
Escolas - Ensino fundamental - escola pública municipal - 2015 (1);92;Escolas
Escolas - Ensino fundamental - escola privada - 2015 (1);178;Escolas
Escolas - Ensino médio - 2015 (1);106;Escolas
Escolas - Ensino médio - escola pública estadual - 2015 (1);51;Escolas
Escolas - Ensino médio - escola pública federal - 2015 (1);1;Escolas
Escolas - Ensino médio - escola pública municipal - 2015 (1);0;Escolas
Escolas - Ensino médio - escola privada - 2015 (1);54;Escolas
Escolas - Ensino pré-escolar - 2015 (1);271;Escolas
Escolas - Ensino pré-escolar - escola pública estadual - 2015 (1);0;Escolas
Escolas - Ensino pré-escolar - escola pública federal - 2015 (1);1;Escolas
Escolas - Ensino pré-escolar - escola pública municipal - 2015 (1);107;Escolas
Escolas - Ensino pré-escolar - escola privada - 2015 (1);163;Escolas

Fonte: (1)Ministério da Educação, Instituto Nacional de Estudos e Pesquisas Educacionais - INEP - Censo Educacional 2015. 
NOTA: Atribui-se zeros aos valores dos municípios onde não há ocorrência da variável.

