Cajazeiras;Código: 2503704

Ensino - Matrículas, Docentes e Rede Escolar 2015
Matrícula - Ensino fundamental - 2015 (1);9.081;Matrículas
Matrícula - Ensino fundamental - escola pública estadual - 2015 (1);2.628;Matrículas
Matrícula - Ensino fundamental - escola pública federal - 2015 (1);0;Matrículas
Matrícula - Ensino fundamental - escola pública municipal - 2015 (1);3.979;Matrículas
Matrícula - Ensino fundamental - escola privada - 2015 (1);2.474;Matrículas
Matrícula - Ensino médio - 2015 (1);2.848;Matrículas
Matrícula - Ensino médio - escola pública estadual - 2015 (1);1.648;Matrículas
Matrícula - Ensino médio - escola pública federal - 2015 (1);504;Matrículas
Matrícula - Ensino médio - escola pública municipal - 2015 (1);0;Matrículas
Matrícula - Ensino médio - escola privada - 2015 (1);696;Matrículas
Matrícula - Ensino pré-escolar - 2015 (1);1.579;Matrículas
Matrícula - Ensino pré-escolar - escola pública estadual - 2015 (1);0;Matrículas
Matrícula - Ensino pré-escolar - escola pública federal - 2015 (1);0;Matrículas
Matrícula - Ensino pré-escolar - escola pública municipal - 2015 (1);802;Matrículas
Matrícula - Ensino pré-escolar - escola privada - 2015 (1);777;Matrículas
Docentes - Ensino fundamental - 2015 (1);527;Docentes
Docentes - Ensino fundamental - escola pública estadual - 2015 (1);158;Docentes
Docentes - Ensino fundamental - escola pública federal - 2015 (1);0;Docentes
Docentes - Ensino fundamental - escola pública municipal - 2015 (1);201;Docentes
Docentes - Ensino fundamental - escola privada - 2015 (1);168;Docentes
Docentes - Ensino médio - 2015 (1);262;Docentes
Docentes - Ensino médio - escola pública estadual - 2015 (1);131;Docentes
Docentes - Ensino médio - escola pública federal - 2015 (1);76;Docentes
Docentes - Ensino médio - escola pública municipal - 2015 (1);0;Docentes
Docentes - Ensino médio - escola privada - 2015 (1);55;Docentes
Docentes - Ensino pré-escolar - 2015 (1);92;Docentes
Docentes - Ensino pré-escolar - escola pública estadual - 2015 (1);0;Docentes
Docentes - Ensino pré-escolar - escola pública federal - 2015 (1);0;Docentes
Docentes - Ensino pré-escolar - escola pública municipal - 2015 (1);40;Docentes
Docentes - Ensino pré-escolar - escola privada - 2015 (1);52;Docentes
Escolas - Ensino fundamental - 2015 (1);58;Escolas
Escolas - Ensino fundamental - escola pública estadual - 2015 (1);13;Escolas
Escolas - Ensino fundamental - escola pública federal - 2015 (1);0;Escolas
Escolas - Ensino fundamental - escola pública municipal - 2015 (1);24;Escolas
Escolas - Ensino fundamental - escola privada - 2015 (1);21;Escolas
Escolas - Ensino médio - 2015 (1);10;Escolas
Escolas - Ensino médio - escola pública estadual - 2015 (1);4;Escolas
Escolas - Ensino médio - escola pública federal - 2015 (1);2;Escolas
Escolas - Ensino médio - escola pública municipal - 2015 (1);0;Escolas
Escolas - Ensino médio - escola privada - 2015 (1);4;Escolas
Escolas - Ensino pré-escolar - 2015 (1);46;Escolas
Escolas - Ensino pré-escolar - escola pública estadual - 2015 (1);0;Escolas
Escolas - Ensino pré-escolar - escola pública federal - 2015 (1);0;Escolas
Escolas - Ensino pré-escolar - escola pública municipal - 2015 (1);26;Escolas
Escolas - Ensino pré-escolar - escola privada - 2015 (1);20;Escolas

Fonte: (1)Ministério da Educação, Instituto Nacional de Estudos e Pesquisas Educacionais - INEP - Censo Educacional 2015. 
NOTA: Atribui-se zeros aos valores dos municípios onde não há ocorrência da variável.

