cd_UGestora,dt_AnoEmpenho,nu_Licitacao,nu_Empenho,cd_UnidOrcamentaria,tp_Licitacao,vl_Empenho,cd_Funcao,cd_Subfuncao,cd_SubElemento,dt_MesAnoEmpenho,dt_Empenho
201020,2016,000312016,0008813,20600,11,1434.12,12,361,95,122016,2016-12-19T00:00:00Z
201020,2016,000312016,0008814,20600,11,7641.99,12,361,95,122016,2016-12-19T00:00:00Z
201020,2016,000312016,0008815,20600,11,2031.67,12,361,95,122016,2016-12-19T00:00:00Z
201020,2016,000312016,0009121,20600,11,7641.99,12,361,95,122016,2016-12-29T00:00:00Z
201020,2016,000312016,0009124,20600,11,2748.73,12,361,95,122016,2016-12-29T00:00:00Z
201020,2016,000312016,0009137,20600,11,7170.6,12,361,95,122016,2016-12-29T00:00:00Z
201020,2016,000312016,0009140,20600,11,2091.43,12,361,95,122016,2016-12-29T00:00:00Z
201020,2016,000312016,0009153,20600,11,3854.34,12,361,95,122016,2016-12-29T00:00:00Z
201020,2016,000312016,0009167,20600,11,3585.3,12,361,95,122016,2016-12-29T00:00:00Z
201020,2016,000312016,0009257,20600,11,3501.64,12,361,95,122016,2016-12-29T00:00:00Z
201020,2016,000312016,0009275,20600,11,2031.67,12,361,95,122016,2016-12-29T00:00:00Z
201020,2016,000312016,0009288,20600,11,5795.76,12,361,95,122016,2016-12-29T00:00:00Z
201020,2016,000312016,0009447,20600,11,3011.65,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009448,20600,11,2748.73,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009449,20600,11,3854.34,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009451,20600,11,3824.32,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009452,20600,11,3465.79,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009453,20600,11,7170.6,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009455,20600,11,1553.63,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009456,20600,11,1434.12,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009457,20600,11,7641.99,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009459,20600,11,1673.14,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009460,20600,11,717.06,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009461,20600,11,3501.64,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009463,20600,11,1075.59,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009464,20600,11,2390.2,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009465,20600,11,3501.64,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009467,20600,11,2151.18,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009468,20600,11,2031.67,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009471,20600,11,2748.73,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009474,20600,11,1195.1,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009475,20600,11,2091.43,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009477,20600,11,4242.61,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009478,20600,11,3226.77,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009479,20600,11,5795.76,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009481,20600,11,1543.75,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009482,20600,11,2987.75,12,361,95,122016,2016-12-30T00:00:00Z
201020,2016,000312016,0009483,20600,11,3585.3,12,361,95,122016,2016-12-30T00:00:00Z
201023,2016,000092016,0001315,20505,11,1246.14,12,361,99,052016,2016-05-25T00:00:00Z
201023,2016,000092016,0001321,20505,11,589.68,12,361,99,052016,2016-05-25T00:00:00Z
201023,2016,000092016,0001330,20505,11,862.68,12,361,99,052016,2016-05-25T00:00:00Z
201023,2016,000092016,0001335,20505,11,1021.57,12,361,99,052016,2016-05-25T00:00:00Z
201023,2016,000092016,0001341,20505,11,647.64,12,361,99,052016,2016-05-25T00:00:00Z
201023,2016,000092016,0001342,20505,11,2259.26,12,361,99,052016,2016-05-25T00:00:00Z
201023,2016,000092016,0001350,20505,11,2029.44,12,361,99,052016,2016-05-25T00:00:00Z
201023,2016,000092016,0001351,20505,11,602.78,12,361,99,052016,2016-05-25T00:00:00Z
201023,2016,000092016,0001357,20505,11,2150.4,12,361,99,052016,2016-05-25T00:00:00Z
201023,2016,000092016,0001358,20505,11,2029.2,12,361,99,052016,2016-05-25T00:00:00Z
201023,2016,000092016,0001364,20505,11,633.91,12,361,99,052016,2016-05-25T00:00:00Z
201023,2016,000092016,0001365,20505,11,1096.2,12,361,99,052016,2016-05-25T00:00:00Z
201023,2016,000092016,0001369,20505,11,325.08,12,361,99,052016,2016-05-25T00:00:00Z
201023,2016,000092016,0001374,20505,11,2506,12,361,99,052016,2016-05-25T00:00:00Z
201023,2016,000092016,0001720,20505,11,1524.96,12,361,99,062016,2016-06-30T00:00:00Z
201023,2016,000092016,0001724,20505,11,1936.51,12,361,99,062016,2016-06-30T00:00:00Z
201023,2016,000092016,0001729,20505,11,505.44,12,361,99,062016,2016-06-30T00:00:00Z
201023,2016,000092016,0001732,20505,11,516.67,12,361,99,062016,2016-06-30T00:00:00Z
201023,2016,000092016,0001737,20505,11,739.44,12,361,99,062016,2016-06-30T00:00:00Z
201023,2016,000092016,0001746,20505,11,875.63,12,361,99,062016,2016-06-30T00:00:00Z
201023,2016,000092016,0001762,20505,11,1843.2,12,361,99,062016,2016-06-30T00:00:00Z
201023,2016,000092016,0001764,20505,11,555.12,12,361,99,062016,2016-06-30T00:00:00Z
201023,2016,000092016,0001772,20505,11,1739.52,12,361,99,062016,2016-06-30T00:00:00Z
201023,2016,000092016,0001780,20505,11,325.08,12,361,99,062016,2016-06-30T00:00:00Z
201023,2016,000092016,0001789,20505,11,633.91,12,361,99,062016,2016-06-30T00:00:00Z
201023,2016,000092016,0001798,20505,11,1961.22,12,361,99,062016,2016-06-30T00:00:00Z
201023,2016,000092016,0002011,20505,11,493.44,12,361,99,072016,2016-07-28T00:00:00Z
201023,2016,000092016,0002021,20505,11,1843.2,12,361,99,072016,2016-07-28T00:00:00Z
201023,2016,000092016,0002030,20505,11,1836.16,12,361,99,072016,2016-07-28T00:00:00Z
201023,2016,000092016,0002035,20505,11,1961.22,12,361,99,072016,2016-07-28T00:00:00Z
201023,2016,000092016,0002039,20505,11,325.08,12,361,99,072016,2016-07-28T00:00:00Z
201023,2016,000092016,0002042,20505,11,1524.96,12,361,99,072016,2016-07-28T00:00:00Z
201023,2016,000092016,0002045,20505,11,839.79,12,361,99,072016,2016-07-28T00:00:00Z
201023,2016,000092016,0002047,20505,11,633.91,12,361,99,072016,2016-07-28T00:00:00Z
201023,2016,000092016,0002052,20505,11,477.36,12,361,99,072016,2016-07-28T00:00:00Z
201023,2016,000092016,0002060,20505,11,739.44,12,361,99,072016,2016-07-28T00:00:00Z
201023,2016,000092016,0002068,20505,11,875.63,12,361,99,072016,2016-07-28T00:00:00Z
201023,2016,000092016,0002075,20505,11,516.67,12,361,99,072016,2016-07-28T00:00:00Z
201023,2016,000092016,0002082,20505,11,1721.34,12,361,99,072016,2016-07-28T00:00:00Z
201023,2016,000092016,0002374,20505,11,2150.4,12,361,99,082016,2016-08-30T00:00:00Z
201023,2016,000092016,0002382,20505,11,2029.44,12,361,99,082016,2016-08-30T00:00:00Z
201023,2016,000092016,0002387,20505,11,1021.57,12,361,99,082016,2016-08-30T00:00:00Z
201023,2016,000092016,0002391,20505,11,325.08,12,361,99,082016,2016-08-30T00:00:00Z
201023,2016,000092016,0002399,20505,11,633.91,12,361,99,082016,2016-08-30T00:00:00Z
201023,2016,000092016,0002406,20505,11,2288.08,12,361,99,082016,2016-08-30T00:00:00Z
201023,2016,000092016,0002413,20505,11,1779.12,12,361,99,082016,2016-08-30T00:00:00Z
201023,2016,000092016,0002420,20505,11,589.68,12,361,99,082016,2016-08-30T00:00:00Z
201023,2016,000092016,0002426,20505,11,631.49,12,361,99,082016,2016-08-30T00:00:00Z
201023,2016,000092016,0002428,20505,11,903.76,12,361,99,082016,2016-08-30T00:00:00Z
201023,2016,000092016,0002435,20505,11,2259.26,12,361,99,082016,2016-08-30T00:00:00Z
201023,2016,000092016,0002443,20505,11,647.64,12,361,99,082016,2016-08-30T00:00:00Z
201023,2016,000092016,0002712,20505,11,1936.51,12,361,99,092016,2016-09-28T00:00:00Z
201023,2016,000092016,0002719,20505,11,821.6,12,361,99,092016,2016-09-28T00:00:00Z
201023,2016,000092016,0002727,20505,11,505.44,12,361,99,092016,2016-09-28T00:00:00Z
201023,2016,000092016,0002737,20505,11,1524.96,12,361,99,092016,2016-09-28T00:00:00Z
201023,2016,000092016,0002745,20505,11,24156,12,361,99,092016,2016-09-28T00:00:00Z
201023,2016,000092016,0002751,20505,11,1961.22,12,361,99,092016,2016-09-28T00:00:00Z
201023,2016,000092016,0002758,20505,11,543.35,12,361,99,092016,2016-09-28T00:00:00Z
201023,2016,000092016,0002766,20505,11,1739.52,12,361,99,092016,2016-09-28T00:00:00Z
201023,2016,000092016,0002773,20505,11,574.08,12,361,99,092016,2016-09-28T00:00:00Z
201023,2016,000092016,0002774,20505,11,1843.2,12,361,99,092016,2016-09-28T00:00:00Z
201023,2016,000092016,0002781,20505,11,972.92,12,361,99,092016,2016-09-28T00:00:00Z
201023,2016,000092016,0002782,20505,11,555.12,12,361,99,092016,2016-09-28T00:00:00Z
201023,2016,000092016,0003082,20505,11,739.44,12,361,99,102016,2016-10-31T00:00:00Z
201023,2016,000092016,0003097,20505,11,1449.6,12,361,99,102016,2016-10-31T00:00:00Z
201023,2016,000092016,0003103,20505,11,421.2,12,361,99,102016,2016-10-31T00:00:00Z
201023,2016,000092016,0003109,20505,11,462.6,12,361,99,102016,2016-10-31T00:00:00Z
201023,2016,000092016,0003123,20505,11,278.64,12,361,99,102016,2016-10-31T00:00:00Z
201023,2016,000092016,0003136,20505,11,1270.8,12,361,99,102016,2016-10-31T00:00:00Z
201023,2016,000092016,0003138,20505,11,729.69,12,361,99,102016,2016-10-31T00:00:00Z
201023,2016,000092016,0003145,20505,11,516.67,12,361,99,102016,2016-10-31T00:00:00Z
201023,2016,000092016,0003161,20505,11,1613.76,12,361,99,102016,2016-10-31T00:00:00Z
201023,2016,000092016,0003167,20505,11,1634.35,12,361,99,102016,2016-10-31T00:00:00Z
201023,2016,000092016,0003195,20505,11,543.35,12,361,99,102016,2016-10-31T00:00:00Z
201023,2016,000092016,0003196,20505,11,1536,12,361,99,102016,2016-10-31T00:00:00Z
201023,2016,000092016,0003351,20505,11,1609.68,12,361,99,112016,2016-11-30T00:00:00Z
201023,2016,000092016,0003367,20505,11,2070.17,12,361,99,112016,2016-11-30T00:00:00Z
201023,2016,000092016,0003380,20505,11,573.53,12,361,99,112016,2016-11-30T00:00:00Z
201023,2016,000092016,0003381,20505,11,585.96,12,361,99,112016,2016-11-30T00:00:00Z
201023,2016,000092016,0003393,20505,11,294.12,12,361,99,112016,2016-11-30T00:00:00Z
201023,2016,000092016,0003408,20505,11,1836.16,12,361,99,112016,2016-11-30T00:00:00Z
201023,2016,000092016,0003420,20505,11,545.38,12,361,99,112016,2016-11-30T00:00:00Z
201023,2016,000092016,0003421,20505,11,1945.6,12,361,99,112016,2016-11-30T00:00:00Z
201023,2016,000092016,0003434,20505,11,2044.1,12,361,99,112016,2016-11-30T00:00:00Z
201023,2016,000092016,0003447,20505,11,924.27,12,361,99,112016,2016-11-30T00:00:00Z
201023,2016,000092016,0003462,20505,11,780.52,12,361,99,112016,2016-11-30T00:00:00Z
201023,2016,000092016,0003478,20505,11,533.52,12,361,99,112016,2016-11-30T00:00:00Z
201023,2016,000092016,0003488,20505,11,545.38,12,361,99,122016,2016-12-01T00:00:00Z
201023,2016,000092016,0003490,20505,11,1609.68,12,361,99,122016,2016-12-01T00:00:00Z
201023,2016,000092016,0003492,20505,11,780.52,12,361,99,122016,2016-12-01T00:00:00Z
201023,2016,000092016,0003499,20505,11,1836.16,12,361,99,122016,2016-12-01T00:00:00Z
201023,2016,000092016,0003506,20505,11,924.27,12,361,99,122016,2016-12-01T00:00:00Z
201023,2016,000092016,0003507,20505,11,294.12,12,361,99,122016,2016-12-01T00:00:00Z
201023,2016,000092016,0003511,20505,11,573.53,12,361,99,122016,2016-12-01T00:00:00Z
201023,2016,000092016,0003515,20505,11,585.96,12,361,99,122016,2016-12-01T00:00:00Z
201023,2016,000092016,0003517,20505,11,2044.1,12,361,99,122016,2016-12-01T00:00:00Z
201023,2016,000092016,0003522,20505,11,533.52,12,361,99,122016,2016-12-01T00:00:00Z
201023,2016,000092016,0003524,20505,11,2070.17,12,361,99,122016,2016-12-01T00:00:00Z
201023,2016,000092016,0003529,20505,11,1945.6,12,361,99,122016,2016-12-01T00:00:00Z
201023,2016,000092016,0003706,20505,11,1331.2,12,361,99,122016,2016-12-21T00:00:00Z
201023,2016,000092016,0003712,20505,11,232.2,12,361,99,122016,2016-12-21T00:00:00Z
201023,2016,000092016,0003721,20505,11,452.79,12,361,99,122016,2016-12-21T00:00:00Z
201023,2016,000092016,0003728,20505,11,400.92,12,361,99,122016,2016-12-21T00:00:00Z
201023,2016,000092016,0003730,20505,11,1256.32,12,361,99,122016,2016-12-21T00:00:00Z
201023,2016,000092016,0003736,20505,11,1416.43,12,361,99,122016,2016-12-21T00:00:00Z
201023,2016,000092016,0003738,20505,11,1101.36,12,361,99,122016,2016-12-21T00:00:00Z
201023,2016,000092016,0003745,20505,11,421.2,12,361,99,122016,2016-12-21T00:00:00Z
201023,2016,000092016,0003751,20505,11,616.2,12,361,99,122016,2016-12-21T00:00:00Z
201023,2016,000092016,0003758,20505,11,729.69,12,361,99,122016,2016-12-21T00:00:00Z
201023,2016,000092016,0003764,20505,11,1398.59,12,361,99,122016,2016-12-21T00:00:00Z
201023,2016,000092016,0003772,20505,11,430.56,12,361,99,122016,2016-12-21T00:00:00Z
201027,2016,000212016,0001814,02040,11,2420,12,361,38,052016,2016-05-30T00:00:00Z
201027,2016,000212016,0002427,02040,11,2420,12,361,38,072016,2016-07-01T00:00:00Z
201027,2016,000212016,0002910,02040,11,2420,12,361,38,082016,2016-08-01T00:00:00Z
201027,2016,000212016,0003419,02040,11,2420,12,361,38,092016,2016-09-20T00:00:00Z
201027,2016,000212016,0003589,02040,11,2420,12,361,38,092016,2016-09-30T00:00:00Z
201027,2016,000212016,0003691,02040,11,2420,12,361,38,102016,2016-10-03T00:00:00Z
201027,2016,000212016,0004234,02040,11,2420,12,361,38,112016,2016-11-10T00:00:00Z
201027,2016,000212016,0004480,02040,11,1320,12,361,38,122016,2016-12-01T00:00:00Z
201030,2016,000012016,0005175,02030,12,242100,12,361,77,112016,2016-11-14T00:00:00Z
201034,2016,000252016,0004941,20006,11,1407.6,12,361,95,072016,2016-07-06T00:00:00Z
201034,2016,000252016,0005637,20006,11,1407.6,12,361,95,082016,2016-08-09T00:00:00Z
201034,2016,000252016,0006255,20006,11,1798.6,12,361,95,092016,2016-09-02T00:00:00Z
201034,2016,000252016,0006925,20006,11,1407.6,12,361,95,102016,2016-10-10T00:00:00Z
201034,2016,000252016,0007477,20006,11,1329.4,12,361,95,112016,2016-11-07T00:00:00Z
201034,2016,000252016,0008167,20006,11,1407.6,12,361,95,122016,2016-12-06T00:00:00Z
201034,2016,000252016,0008904,20006,11,938.4,12,361,95,122016,2016-12-23T00:00:00Z
201039,2016,000152016,0002453,02501,11,3000,12,361,61,072016,2016-07-20T00:00:00Z
201039,2016,000152016,0002454,02501,11,3374.79,12,361,95,072016,2016-07-20T00:00:00Z
201039,2016,000152016,0002455,02501,11,3483.52,12,361,95,072016,2016-07-20T00:00:00Z
201039,2016,000152016,0002457,02501,11,2673.92,12,361,95,072016,2016-07-20T00:00:00Z
201039,2016,000152016,0002459,02501,11,3000,12,361,95,072016,2016-07-20T00:00:00Z
201039,2016,000152016,0002825,02501,11,5522,12,361,95,082016,2016-08-16T00:00:00Z
201039,2016,000152016,0002826,02501,11,3606.26,12,361,95,082016,2016-08-16T00:00:00Z
201039,2016,000152016,0002827,02501,11,4902.8,12,361,95,082016,2016-08-16T00:00:00Z
201039,2016,000152016,0002828,02501,11,5284,12,361,61,082016,2016-08-16T00:00:00Z
201039,2016,000152016,0002829,02501,11,3761.45,12,361,95,082016,2016-08-16T00:00:00Z
201039,2016,000152016,0003175,02501,11,4509.88,12,361,95,092016,2016-09-15T00:00:00Z
201039,2016,000152016,0003176,02501,11,4198.72,12,361,95,092016,2016-09-15T00:00:00Z
201039,2016,000152016,0003177,02501,11,5748.1,12,361,95,092016,2016-09-15T00:00:00Z
201039,2016,000152016,0003178,02501,11,5647.94,12,361,95,092016,2016-09-15T00:00:00Z
201039,2016,000152016,0003179,02501,11,4712.62,12,361,95,092016,2016-09-15T00:00:00Z
201039,2016,000152016,0003454,02501,11,2502.8,12,361,95,102016,2016-10-18T00:00:00Z
201039,2016,000152016,0003455,02501,11,1894.08,12,361,95,102016,2016-10-18T00:00:00Z
201039,2016,000152016,0003457,02501,11,2284.22,12,361,95,102016,2016-10-18T00:00:00Z
201039,2016,000152016,0003458,02501,11,2522,12,361,95,102016,2016-10-18T00:00:00Z
201039,2016,000152016,0003459,02501,11,2074.96,12,361,95,102016,2016-10-18T00:00:00Z
201039,2016,000152016,0003723,02501,11,6069.8,12,361,61,112016,2016-11-10T00:00:00Z
201039,2016,000152016,0003732,02501,11,6295.9,12,361,95,112016,2016-11-10T00:00:00Z
201039,2016,000152016,0003740,02501,11,7157.66,12,361,95,112016,2016-11-10T00:00:00Z
201039,2016,000152016,0003741,02501,11,4074.96,12,361,95,112016,2016-11-10T00:00:00Z
201039,2016,000152016,0003890,02501,11,4894.08,12,361,95,112016,2016-11-16T00:00:00Z
201039,2016,000152016,0004224,02501,11,2265.76,12,361,61,122016,2016-12-14T00:00:00Z
201039,2016,000152016,0004226,02501,11,3000,12,361,95,122016,2016-12-14T00:00:00Z
201039,2016,000152016,0004227,02501,11,1695.9,12,361,95,122016,2016-12-14T00:00:00Z
201039,2016,000152016,0004228,02501,11,4902.8,12,361,95,122016,2016-12-14T00:00:00Z
201039,2016,000152016,0004585,02501,11,6293.92,12,361,95,122016,2016-12-30T00:00:00Z
201039,2016,000152016,0004691,02501,11,4632.48,12,361,61,122016,2016-12-30T00:00:00Z
201039,2016,000152016,0004692,02501,11,5379.41,12,361,95,122016,2016-12-30T00:00:00Z
201042,2016,000322016,0001354,02070,11,10512.74,12,361,95,062016,2016-06-30T00:00:00Z
201042,2016,000322016,0001784,02070,11,20570,12,361,95,072016,2016-07-29T00:00:00Z
201042,2016,000322016,0002213,02070,11,12000,12,361,95,082016,2016-08-25T00:00:00Z
201042,2016,000322016,0002485,02070,11,20570,12,361,95,092016,2016-09-30T00:00:00Z
201042,2016,000322016,0002644,02070,11,10000,12,361,95,102016,2016-10-31T00:00:00Z
201042,2016,000322016,0002842,02070,11,20570,12,361,95,112016,2016-11-01T00:00:00Z
201042,2016,000322016,0003094,02070,11,20570,12,361,95,122016,2016-12-20T00:00:00Z
201045,2016,000162016,0001289,02050,11,1800,12,361,95,062016,2016-06-21T00:00:00Z
201045,2016,000162016,0001290,02050,11,2400,12,361,95,062016,2016-06-21T00:00:00Z
201045,2016,000162016,0001291,02050,11,1400,12,361,95,062016,2016-06-21T00:00:00Z
201045,2016,000162016,0001293,02050,11,1000,12,361,95,062016,2016-06-21T00:00:00Z
201045,2016,000162016,0001294,02050,11,1000,12,361,95,062016,2016-06-21T00:00:00Z
201045,2016,000162016,0001295,02050,11,900,12,361,95,062016,2016-06-21T00:00:00Z
201045,2016,000162016,0001296,02050,11,1300,12,361,95,062016,2016-06-21T00:00:00Z
201045,2016,000162016,0001544,02050,11,1000,12,361,38,072016,2016-07-14T00:00:00Z
201045,2016,000162016,0001545,02050,11,900,12,361,38,072016,2016-07-14T00:00:00Z
201045,2016,000162016,0001546,02050,11,1300,12,361,38,072016,2016-07-14T00:00:00Z
201045,2016,000162016,0001547,02050,11,1400,12,361,38,072016,2016-07-14T00:00:00Z
201045,2016,000162016,0001548,02050,11,1800,12,361,38,072016,2016-07-14T00:00:00Z
201045,2016,000162016,0001564,02050,11,1000,12,361,38,072016,2016-07-15T00:00:00Z
201045,2016,000162016,0001696,02050,11,2400,12,361,38,082016,2016-08-02T00:00:00Z
201045,2016,000162016,0001868,02050,11,1000,12,361,38,082016,2016-08-23T00:00:00Z
201045,2016,000162016,0001869,02050,11,1800,12,361,38,082016,2016-08-23T00:00:00Z
201045,2016,000162016,0001870,02050,11,2400,12,361,38,082016,2016-08-23T00:00:00Z
201045,2016,000162016,0001871,02050,11,900,12,361,38,082016,2016-08-23T00:00:00Z
201045,2016,000162016,0001872,02050,11,1300,12,361,38,082016,2016-08-23T00:00:00Z
201045,2016,000162016,0001876,02050,11,1000,12,361,38,082016,2016-08-23T00:00:00Z
201045,2016,000162016,0001879,02050,11,1400,12,361,38,082016,2016-08-23T00:00:00Z
201045,2016,000162016,0002053,02050,11,2400,12,361,38,092016,2016-09-14T00:00:00Z
201045,2016,000162016,0002110,02050,11,2400,12,361,38,092016,2016-09-22T00:00:00Z
201045,2016,000162016,0002114,02050,11,900,12,361,38,092016,2016-09-23T00:00:00Z
201045,2016,000162016,0002234,02050,11,1000,12,361,38,102016,2016-10-14T00:00:00Z
201045,2016,000162016,0002235,02050,11,900,12,361,38,102016,2016-10-14T00:00:00Z
201045,2016,000162016,0002236,02050,11,1000,12,361,38,102016,2016-10-14T00:00:00Z
201045,2016,000162016,0002237,02050,11,2400,12,361,38,102016,2016-10-14T00:00:00Z
201045,2016,000162016,0002284,02050,11,1400,12,361,38,102016,2016-10-20T00:00:00Z
201045,2016,000162016,0002285,02050,11,1300,12,361,38,102016,2016-10-20T00:00:00Z
201045,2016,000162016,0002286,02050,11,1800,12,361,38,102016,2016-10-20T00:00:00Z
201045,2016,000162016,0002482,02050,11,1300,12,361,38,112016,2016-11-17T00:00:00Z
201045,2016,000162016,0002483,02050,11,1300,12,361,38,112016,2016-11-17T00:00:00Z
201045,2016,000162016,0002484,02050,11,900,12,361,38,112016,2016-11-17T00:00:00Z
201045,2016,000162016,0002485,02050,11,900,12,361,38,112016,2016-11-17T00:00:00Z
201045,2016,000162016,0002486,02050,11,1000,12,361,38,112016,2016-11-17T00:00:00Z
201045,2016,000162016,0002487,02050,11,1000,12,361,38,112016,2016-11-17T00:00:00Z
201045,2016,000162016,0002488,02050,11,1400,12,361,38,112016,2016-11-17T00:00:00Z
201045,2016,000162016,0002489,02050,11,1400,12,361,38,112016,2016-11-17T00:00:00Z
201045,2016,000162016,0002490,02050,11,1000,12,361,38,112016,2016-11-17T00:00:00Z
201045,2016,000162016,0002491,02050,11,1000,12,361,38,112016,2016-11-17T00:00:00Z
201045,2016,000162016,0002492,02050,11,1800,12,361,38,112016,2016-11-17T00:00:00Z
201045,2016,000162016,0002493,02050,11,1800,12,361,38,112016,2016-11-17T00:00:00Z
201045,2016,000162016,0002494,02050,11,2400,12,361,38,112016,2016-11-17T00:00:00Z
201049,2016,000122016,0002675,02007,11,457.5,12,361,38,072016,2016-07-07T00:00:00Z
201049,2016,000122016,0003154,02007,11,1525,12,361,38,082016,2016-08-04T00:00:00Z
201049,2016,000122016,0003571,02007,11,1677.5,12,361,38,092016,2016-09-02T00:00:00Z
201049,2016,000122016,0004095,02007,11,1601.25,12,361,38,102016,2016-10-10T00:00:00Z
201049,2016,000122016,0004447,02007,11,1448.75,12,361,38,112016,2016-11-08T00:00:00Z
201049,2016,000122016,0004846,02007,11,1525,12,361,38,122016,2016-12-05T00:00:00Z
201049,2016,000122016,0005204,02007,11,915,12,361,38,122016,2016-12-19T00:00:00Z
201050,2016,206092016,0001611,02060,11,34637.5,12,361,95,062016,2016-06-22T00:00:00Z
201050,2016,206092016,0001612,02060,11,30758.1,12,361,95,062016,2016-06-22T00:00:00Z
201050,2016,206092016,0001613,02060,11,36422.5,12,361,95,062016,2016-06-22T00:00:00Z
201050,2016,206092016,0001614,02060,11,35496,12,361,95,062016,2016-06-22T00:00:00Z
201050,2016,206092016,0002414,02060,11,18093,12,361,95,072016,2016-07-29T00:00:00Z
201050,2016,206092016,0002415,02060,11,20375,12,361,95,072016,2016-07-29T00:00:00Z
201050,2016,206092016,0002416,02060,11,20880,12,361,95,072016,2016-07-29T00:00:00Z
201050,2016,206092016,0002417,02060,11,21425,12,361,95,072016,2016-07-29T00:00:00Z
201050,2016,206092016,0002921,02060,11,15890.5,12,361,95,092016,2016-09-15T00:00:00Z
201050,2016,206092016,0003018,02060,11,18408.41,12,361,95,092016,2016-09-26T00:00:00Z
201050,2016,206092016,0003043,02060,11,16358.48,12,361,61,092016,2016-09-27T00:00:00Z
201050,2016,206092016,0003064,02060,11,17608.8,12,361,95,092016,2016-09-30T00:00:00Z
201050,2016,206092016,0003233,02060,11,17571.66,12,361,95,102016,2016-10-17T00:00:00Z
201050,2016,206092016,0003236,02060,11,16808.4,12,361,95,102016,2016-10-17T00:00:00Z
201050,2016,206092016,0003237,02060,11,15341.31,12,361,95,102016,2016-10-17T00:00:00Z
201050,2016,206092016,0003238,02060,11,15614.92,12,361,61,102016,2016-10-17T00:00:00Z
201050,2016,206092016,0003437,02060,11,14224.68,12,361,95,112016,2016-11-08T00:00:00Z
201050,2016,206092016,0003438,02060,11,13144.57,12,361,95,112016,2016-11-08T00:00:00Z
201050,2016,206092016,0003439,02060,11,12640.52,12,361,95,112016,2016-11-08T00:00:00Z
201050,2016,206092016,0003600,02060,11,13606,12,361,95,112016,2016-11-22T00:00:00Z
201050,2016,206092016,0003790,02060,11,14407.2,12,361,95,122016,2016-12-07T00:00:00Z
201050,2016,206092016,0003791,02060,11,13753.47,12,361,95,122016,2016-12-07T00:00:00Z
201050,2016,206092016,0003792,02060,11,14871.2,12,361,95,122016,2016-12-07T00:00:00Z
201050,2016,206092016,0003793,02060,11,16734.92,12,361,95,122016,2016-12-07T00:00:00Z
201050,2016,206092016,0004124,02060,11,10409.84,12,361,95,122016,2016-12-29T00:00:00Z
201050,2016,206092016,0004125,02060,11,11714.44,12,361,95,122016,2016-12-29T00:00:00Z
201050,2016,206092016,0004126,02060,11,11205.6,12,361,95,122016,2016-12-29T00:00:00Z
201050,2016,206092016,0004127,02060,11,9765.92,12,361,95,122016,2016-12-29T00:00:00Z
201053,2016,000182016,0000607,20500,11,2169.2,12,361,95,052016,2016-05-31T00:00:00Z
201053,2016,000182016,0000608,20500,11,1550.4,12,361,95,052016,2016-05-31T00:00:00Z
201053,2016,000182016,0000891,20500,11,2169.2,12,361,61,082016,2016-08-12T00:00:00Z
201053,2016,000182016,0000892,20500,11,1550.4,12,361,61,082016,2016-08-12T00:00:00Z
201053,2016,000182016,0001026,20500,11,1824,12,361,61,092016,2016-09-30T00:00:00Z
201053,2016,000182016,0001027,20500,11,2552,12,361,61,092016,2016-09-30T00:00:00Z
201055,2016,000112016,0001808,20040,11,2900,12,361,95,062016,2016-06-20T00:00:00Z
201055,2016,000112016,0002029,20040,11,2500,12,361,95,072016,2016-07-08T00:00:00Z
201055,2016,000112016,0002030,20040,11,2900,12,361,95,072016,2016-07-08T00:00:00Z
201055,2016,000142016,0002059,20040,11,1700,12,361,95,072016,2016-07-11T00:00:00Z
201055,2016,000142016,0002534,20040,11,1700,12,361,95,082016,2016-08-23T00:00:00Z
