cd_UGestora,dt_Ano,cd_UnidOrcamentaria,nu_Empenho,nu_Parcela,tp_Lancamento,vl_Pagamento,dt_Pagamento
201011,2016,02070,0004081,0000001,1,5080,2016-12-13 00:00:00
201011,2016,02070,0004082,0000001,1,5070,2016-12-13 00:00:00
201011,2016,02070,0004085,0000001,1,1320,2016-12-13 00:00:00
201011,2016,02070,0004304,0000001,1,3048,2016-12-27 00:00:00
201012,2016,20500,0002260,0000001,1,7900,2016-07-20 00:00:00
201012,2016,20500,0002261,0000001,1,2585,2016-07-19 00:00:00
201012,2016,20500,0002265,0000001,1,3580,2016-07-19 00:00:00
201012,2016,20500,0002266,0000001,1,3850,2016-07-20 00:00:00
201012,2016,20500,0002268,0000001,1,3595.28,2016-07-22 00:00:00
201012,2016,20500,0002268,0000002,1,199.5,2016-07-19 00:00:00
201012,2016,20500,0002268,0000003,1,195.22,2016-07-19 00:00:00
201012,2016,20500,0002270,0000001,1,4310.19,2016-07-22 00:00:00
201012,2016,20500,0002270,0000002,1,247.5,2016-07-19 00:00:00
201012,2016,20500,0002270,0000003,1,392.31,2016-07-19 00:00:00
201012,2016,20500,0002608,0000001,1,2750,2016-08-24 00:00:00
201012,2016,20500,0002609,0000001,1,3990,2016-08-24 00:00:00
201012,2016,20500,0002610,0000001,1,3580,2016-08-24 00:00:00
201012,2016,20500,0002611,0000001,1,2585,2016-08-24 00:00:00
201012,2016,20500,0002612,0000001,1,4950,2016-08-24 00:00:00
201012,2016,20500,0002613,0000001,1,7900,2016-08-24 00:00:00
201012,2016,20500,0002648,0000001,1,3850,2016-08-24 00:00:00
201012,2016,20500,0002974,0000001,1,2750,2016-10-05 00:00:00
201012,2016,20500,0002975,0000001,1,7900,2016-09-26 00:00:00
201012,2016,20500,0002977,0000001,1,4950,2016-09-30 00:00:00
201012,2016,20500,0002978,0000001,1,3990,2016-09-30 00:00:00
201012,2016,20500,0002979,0000001,1,3580,2016-09-30 00:00:00
201012,2016,20500,0002980,0000001,1,3850,2016-09-30 00:00:00
201012,2016,20500,0002981,0000001,1,2585,2016-09-30 00:00:00
201012,2016,20500,0003284,0000001,1,3850,2016-11-01 00:00:00
201012,2016,20500,0003285,0000001,1,2585,2016-11-01 00:00:00
201012,2016,20500,0003286,0000001,1,2750,2016-11-01 00:00:00
201012,2016,20500,0003331,0000001,1,7900,2016-11-09 00:00:00
201012,2016,20500,0003332,0000001,1,3580,2016-11-09 00:00:00
201012,2016,20500,0003333,0000001,1,4950,2016-11-09 00:00:00
201012,2016,20500,0003425,0000001,1,3990,2016-11-17 00:00:00
201012,2016,20500,0003823,0000001,1,7900,2016-12-27 00:00:00
201012,2016,20500,0003824,0000001,1,4950,2016-12-27 00:00:00
201012,2016,20500,0003826,0000001,1,3580,2016-12-27 00:00:00
201012,2016,20500,0003827,0000001,1,3990,2016-12-27 00:00:00
201012,2016,20500,0003829,0000001,1,2585,2016-12-27 00:00:00
201012,2016,20500,0003830,0000001,1,3580,2016-12-28 00:00:00
201018,2016,02060,0002854,0000001,1,2596,2016-08-19 00:00:00
201018,2016,02060,0003194,0000001,1,2832,2016-09-20 00:00:00
201018,2016,02060,0003365,0000001,1,2596,2016-09-27 00:00:00
201018,2016,02060,0003927,0000001,1,596,2016-11-17 00:00:00
201018,2016,02060,0003956,0000001,1,3129,2016-11-18 00:00:00
201018,2016,02060,0004007,0000001,1,2596,2016-12-05 00:00:00
201018,2016,02060,0004008,0000001,1,3278,2016-12-13 00:00:00
201018,2016,02060,0004410,0000001,1,596,2016-12-16 00:00:00
201018,2016,02060,0004411,0000001,1,1992,2016-12-16 00:00:00
201018,2016,02060,0004488,0000001,1,745,2016-12-30 00:00:00
201018,2016,02060,0004491,0000001,1,1660,2016-12-28 00:00:00
201018,2016,02060,0004492,0000001,1,596,2016-12-28 00:00:00
201020,2016,20600,0002829,0000001,1,1761.2,2016-05-13 00:00:00
201020,2016,20600,0002840,0000001,1,3019.2,2016-05-13 00:00:00
201020,2016,20600,0002850,0000001,1,3924.96,2016-05-13 00:00:00
201020,2016,20600,0002933,0000001,1,1635.4,2016-05-16 00:00:00
201020,2016,20600,0003146,0000001,1,1800,2016-05-24 00:00:00
201020,2016,20600,0003865,0000001,1,143.46,2016-06-17 00:00:00
201020,2016,20600,0003865,0000002,1,1.6,2016-06-17 00:00:00
201020,2016,20600,0003865,0000003,1,14.35,2016-06-17 00:00:00
201020,2016,20600,0003865,0000004,1,28.69,2016-06-17 00:00:00
201020,2016,20600,0003865,0000005,1,2681.04,2016-06-16 00:00:00
201020,2016,20600,0003866,0000001,1,179.27,2016-06-17 00:00:00
201020,2016,20600,0003866,0000002,1,32.64,2016-06-17 00:00:00
201020,2016,20600,0003866,0000003,1,17.93,2016-06-17 00:00:00
201020,2016,20600,0003866,0000004,1,35.85,2016-06-17 00:00:00
201020,2016,20600,0003866,0000005,1,3319.61,2016-06-16 00:00:00
201020,2016,20600,0003868,0000001,1,53.78,2016-06-17 00:00:00
201020,2016,20600,0003868,0000002,1,1021.81,2016-06-16 00:00:00
201020,2016,20600,0003869,0000001,1,101.58,2016-06-17 00:00:00
201020,2016,20600,0003869,0000002,1,10.16,2016-06-17 00:00:00
201020,2016,20600,0003869,0000003,1,20.32,2016-06-17 00:00:00
201020,2016,20600,0003869,0000004,1,1899.61,2016-06-16 00:00:00
201020,2016,20600,0003871,0000001,1,2151.18,2016-06-17 00:00:00
201020,2016,20600,0003872,0000001,1,137.44,2016-06-17 00:00:00
201020,2016,20600,0003872,0000002,1,60.7,2016-06-17 00:00:00
201020,2016,20600,0003872,0000003,1,13.74,2016-06-17 00:00:00
201020,2016,20600,0003872,0000004,1,27.49,2016-06-17 00:00:00
201020,2016,20600,0003872,0000005,1,2509.36,2016-06-16 00:00:00
201020,2016,20600,0003876,0000001,1,59.76,2016-06-17 00:00:00
201020,2016,20600,0003876,0000002,1,1135.34,2016-06-16 00:00:00
201020,2016,20600,0003877,0000001,1,104.57,2016-06-17 00:00:00
201020,2016,20600,0003877,0000002,1,10.46,2016-06-17 00:00:00
201020,2016,20600,0003877,0000003,1,20.91,2016-06-17 00:00:00
201020,2016,20600,0003877,0000004,1,1955.49,2016-06-16 00:00:00
201020,2016,20600,0003879,0000001,1,212.13,2016-06-17 00:00:00
201020,2016,20600,0003879,0000002,1,61.14,2016-06-17 00:00:00
201020,2016,20600,0003879,0000003,1,21.21,2016-06-17 00:00:00
201020,2016,20600,0003879,0000004,1,42.43,2016-06-17 00:00:00
201020,2016,20600,0003879,0000005,1,3905.7,2016-06-16 00:00:00
201020,2016,20600,0003880,0000001,1,161.34,2016-06-17 00:00:00
201020,2016,20600,0003880,0000002,1,17.1,2016-06-17 00:00:00
201020,2016,20600,0003880,0000003,1,16.13,2016-06-17 00:00:00
201020,2016,20600,0003880,0000004,1,32.27,2016-06-17 00:00:00
201020,2016,20600,0003880,0000005,1,2999.93,2016-06-16 00:00:00
201020,2016,20600,0003881,0000001,1,3854.34,2016-06-16 00:00:00
201020,2016,20600,0003883,0000001,1,77.19,2016-06-17 00:00:00
201020,2016,20600,0003883,0000002,1,7.72,2016-06-17 00:00:00
201020,2016,20600,0003883,0000003,1,15.44,2016-06-17 00:00:00
201020,2016,20600,0003883,0000004,1,1443.4,2016-06-16 00:00:00
201020,2016,20600,0003884,0000001,1,149.39,2016-06-17 00:00:00
201020,2016,20600,0003884,0000002,1,6.74,2016-06-17 00:00:00
201020,2016,20600,0003884,0000003,1,14.94,2016-06-17 00:00:00
201020,2016,20600,0003884,0000004,1,29.88,2016-06-17 00:00:00
201020,2016,20600,0003884,0000005,1,2786.8,2016-06-16 00:00:00
201020,2016,20600,0003888,0000001,1,150.58,2016-06-17 00:00:00
201020,2016,20600,0003888,0000002,1,7.77,2016-06-17 00:00:00
201020,2016,20600,0003888,0000003,1,15.06,2016-06-17 00:00:00
201020,2016,20600,0003888,0000004,1,30.12,2016-06-17 00:00:00
201020,2016,20600,0003888,0000005,1,2808.12,2016-06-16 00:00:00
201020,2016,20600,0003889,0000001,1,137.44,2016-06-17 00:00:00
201020,2016,20600,0003889,0000002,1,13.74,2016-06-17 00:00:00
201020,2016,20600,0003889,0000003,1,27.49,2016-06-17 00:00:00
201020,2016,20600,0003889,0000004,1,2570.06,2016-06-17 00:00:00
201020,2016,20600,0003890,0000001,1,335.84,2016-06-17 00:00:00
201020,2016,20600,0003890,0000002,1,321.38,2016-06-17 00:00:00
201020,2016,20600,0003890,0000003,1,33.58,2016-06-17 00:00:00
201020,2016,20600,0003890,0000004,1,67.17,2016-06-17 00:00:00
201020,2016,20600,0003890,0000005,1,5958.91,2016-06-16 00:00:00
201020,2016,20600,0003893,0000001,1,191.22,2016-06-17 00:00:00
201020,2016,20600,0003893,0000002,1,43,2016-06-17 00:00:00
201020,2016,20600,0003893,0000003,1,19.12,2016-06-17 00:00:00
201020,2016,20600,0003893,0000004,1,38.24,2016-06-17 00:00:00
201020,2016,20600,0003893,0000005,1,3532.74,2016-06-16 00:00:00
201020,2016,20600,0003894,0000001,1,289.79,2016-06-17 00:00:00
201020,2016,20600,0003894,0000002,1,201.59,2016-06-17 00:00:00
201020,2016,20600,0003894,0000003,1,28.98,2016-06-17 00:00:00
201020,2016,20600,0003894,0000004,1,57.96,2016-06-17 00:00:00
201020,2016,20600,0003894,0000005,1,4396.92,2016-06-16 00:00:00
201020,2016,20600,0003894,0000006,1,820.52,2016-06-17 00:00:00
201020,2016,20600,0003895,0000001,1,358.52,2016-06-17 00:00:00
201020,2016,20600,0003895,0000002,1,383.24,2016-06-17 00:00:00
201020,2016,20600,0003895,0000003,1,35.84,2016-06-17 00:00:00
201020,2016,20600,0003895,0000004,1,71.71,2016-06-17 00:00:00
201020,2016,20600,0003895,0000005,1,6321.29,2016-06-16 00:00:00
201020,2016,20600,0003898,0000001,1,77.68,2016-06-17 00:00:00
201020,2016,20600,0003898,0000002,1,1475.95,2016-06-16 00:00:00
201020,2016,20600,0003899,0000001,1,173.29,2016-06-17 00:00:00
201020,2016,20600,0003899,0000002,1,27.46,2016-06-17 00:00:00
201020,2016,20600,0003899,0000003,1,17.33,2016-06-17 00:00:00
201020,2016,20600,0003899,0000004,1,34.66,2016-06-17 00:00:00
201020,2016,20600,0003899,0000005,1,3213.05,2016-06-16 00:00:00
201020,2016,20600,0003900,0000001,1,35.85,2016-06-17 00:00:00
201020,2016,20600,0003900,0000002,1,681.21,2016-06-16 00:00:00
201020,2016,20600,0003903,0000001,1,83.66,2016-06-17 00:00:00
201020,2016,20600,0003903,0000002,1,1589.48,2016-06-17 00:00:00
201020,2016,20600,0003904,0000001,1,3501.64,2016-06-16 00:00:00
201020,2016,20600,0003905,0000001,1,119.51,2016-06-17 00:00:00
201020,2016,20600,0003905,0000002,1,11.95,2016-06-17 00:00:00
201020,2016,20600,0003905,0000003,1,23.9,2016-06-17 00:00:00
201020,2016,20600,0003905,0000004,1,2234.84,2016-06-16 00:00:00
201020,2016,20600,0004675,0000001,1,3501.64,2016-07-13 00:00:00
201020,2016,20600,0004894,0000001,1,104.57,2016-07-25 00:00:00
201020,2016,20600,0004894,0000002,1,10.46,2016-07-25 00:00:00
201020,2016,20600,0004894,0000003,1,20.91,2016-07-25 00:00:00
201020,2016,20600,0004894,0000004,1,1955.49,2016-07-22 00:00:00
201020,2016,20600,0004919,0000001,1,71.71,2016-07-25 00:00:00
201020,2016,20600,0004919,0000002,1,1362.41,2016-07-22 00:00:00
201020,2016,20600,0004928,0000001,1,101.58,2016-07-25 00:00:00
201020,2016,20600,0004928,0000002,1,10.16,2016-07-25 00:00:00
201020,2016,20600,0004928,0000003,1,20.32,2016-07-25 00:00:00
201020,2016,20600,0004928,0000004,1,1899.61,2016-07-22 00:00:00
201020,2016,20600,0004933,0000001,1,358.53,2016-07-25 00:00:00
201020,2016,20600,0004933,0000002,1,383.24,2016-07-25 00:00:00
201020,2016,20600,0004933,0000003,1,35.85,2016-07-25 00:00:00
201020,2016,20600,0004933,0000004,1,71.71,2016-07-25 00:00:00
201020,2016,20600,0004933,0000005,1,6321.27,2016-07-22 00:00:00
201020,2016,20600,0004935,0000001,1,137.44,2016-07-25 00:00:00
201020,2016,20600,0004935,0000002,1,13.74,2016-07-25 00:00:00
201020,2016,20600,0004935,0000003,1,27.49,2016-07-25 00:00:00
201020,2016,20600,0004935,0000004,1,2570.06,2016-07-22 00:00:00
201020,2016,20600,0004941,0000001,1,149.39,2016-07-25 00:00:00
201020,2016,20600,0004941,0000002,1,6.74,2016-07-25 00:00:00
201020,2016,20600,0004941,0000003,1,14.94,2016-07-25 00:00:00
201020,2016,20600,0004941,0000004,1,29.88,2016-07-25 00:00:00
201020,2016,20600,0004941,0000005,1,2786.81,2016-07-22 00:00:00
201020,2016,20600,0004942,0000001,1,77.19,2016-07-25 00:00:00
201020,2016,20600,0004942,0000002,1,1466.56,2016-07-22 00:00:00
201020,2016,20600,0004943,0000001,1,150.58,2016-07-25 00:00:00
201020,2016,20600,0004943,0000002,1,7.77,2016-07-25 00:00:00
201020,2016,20600,0004943,0000003,1,15.06,2016-07-25 00:00:00
201020,2016,20600,0004943,0000004,1,30.12,2016-07-25 00:00:00
201020,2016,20600,0004943,0000005,1,2808.12,2016-07-22 00:00:00
201020,2016,20600,0004944,0000001,1,2151.18,2016-07-29 00:00:00
201020,2016,20600,0004945,0000001,1,77.68,2016-07-25 00:00:00
201020,2016,20600,0004945,0000002,1,1475.95,2016-07-22 00:00:00
201020,2016,20600,0004946,0000001,1,83.66,2016-07-25 00:00:00
201020,2016,20600,0004946,0000002,1,1589.48,2016-07-22 00:00:00
201020,2016,20600,0004947,0000002,1,1135.35,2016-07-22 00:00:00
201020,2016,20600,0004947,0000003,1,59.75,2016-07-25 00:00:00
201020,2016,20600,0004948,0000001,1,143.46,2016-07-25 00:00:00
201020,2016,20600,0004948,0000002,1,1.6,2016-07-25 00:00:00
201020,2016,20600,0004948,0000003,1,14.35,2016-07-25 00:00:00
201020,2016,20600,0004948,0000004,1,28.69,2016-07-25 00:00:00
201020,2016,20600,0004948,0000005,1,2681.04,2016-07-22 00:00:00
201020,2016,20600,0004949,0000001,1,161.34,2016-07-25 00:00:00
201020,2016,20600,0004949,0000002,1,17.1,2016-07-25 00:00:00
201020,2016,20600,0004949,0000003,1,16.13,2016-07-25 00:00:00
201020,2016,20600,0004949,0000004,1,32.27,2016-07-25 00:00:00
201020,2016,20600,0004949,0000005,1,2999.93,2016-07-22 00:00:00
201020,2016,20600,0004950,0000001,1,53.78,2016-07-25 00:00:00
201020,2016,20600,0004950,0000002,1,1021.81,2016-07-22 00:00:00
201020,2016,20600,0004951,0000001,1,173.29,2016-07-25 00:00:00
201020,2016,20600,0004951,0000002,1,27.46,2016-07-25 00:00:00
201020,2016,20600,0004951,0000003,1,17.33,2016-07-25 00:00:00
201020,2016,20600,0004951,0000004,1,34.66,2016-07-25 00:00:00
201020,2016,20600,0004951,0000005,1,3213.05,2016-07-22 00:00:00
201020,2016,20600,0004952,0000001,1,191.22,2016-07-25 00:00:00
201020,2016,20600,0004952,0000002,1,43,2016-07-25 00:00:00
201020,2016,20600,0004952,0000003,1,19.12,2016-07-25 00:00:00
201020,2016,20600,0004952,0000004,1,38.24,2016-07-25 00:00:00
201020,2016,20600,0004952,0000005,1,3532.74,2016-07-22 00:00:00
201020,2016,20600,0004954,0000001,1,35.85,2016-07-25 00:00:00
201020,2016,20600,0004954,0000002,1,681.21,2016-07-22 00:00:00
201020,2016,20600,0004955,0000001,1,212.13,2016-07-25 00:00:00
201020,2016,20600,0004955,0000002,1,61.14,2016-07-25 00:00:00
201020,2016,20600,0004955,0000003,1,21.21,2016-07-25 00:00:00
201020,2016,20600,0004955,0000004,1,42.43,2016-07-25 00:00:00
201020,2016,20600,0004955,0000005,1,3905.7,2016-07-22 00:00:00
201020,2016,20600,0004956,0000001,1,137.44,2016-07-25 00:00:00
201020,2016,20600,0004956,0000002,1,13.74,2016-07-25 00:00:00
201020,2016,20600,0004956,0000003,1,27.49,2016-07-25 00:00:00
201020,2016,20600,0004956,0000004,1,2570.06,2016-07-22 00:00:00
201020,2016,20600,0005495,0000001,1,289.79,2016-08-12 00:00:00
201020,2016,20600,0005495,0000002,1,201.59,2016-08-12 00:00:00
201020,2016,20600,0005495,0000003,1,28.98,2016-08-12 00:00:00
201020,2016,20600,0005495,0000004,1,5275.4,2016-08-12 00:00:00
201020,2016,20600,0005499,0000001,1,179.27,2016-08-12 00:00:00
201020,2016,20600,0005499,0000002,1,32.64,2016-08-12 00:00:00
201020,2016,20600,0005499,0000003,1,17.93,2016-08-12 00:00:00
201020,2016,20600,0005499,0000004,1,3355.46,2016-08-12 00:00:00
201020,2016,20600,0005503,0000001,1,3854.34,2016-08-12 00:00:00
201020,2016,20600,0005507,0000001,1,382.1,2016-08-12 00:00:00
201020,2016,20600,0005507,0000002,1,458.16,2016-08-12 00:00:00
201020,2016,20600,0005507,0000003,1,38.21,2016-08-12 00:00:00
201020,2016,20600,0005507,0000004,1,76.42,2016-08-12 00:00:00
201020,2016,20600,0005507,0000005,1,6687.1,2016-08-12 00:00:00
201020,2016,20600,0005527,0000001,1,1839,2016-08-15 00:00:00
201020,2016,20600,0005841,0000001,1,2390.2,2016-08-25 00:00:00
201020,2016,20600,0005846,0000001,1,6716.88,2016-08-25 00:00:00
201020,2016,20600,0005948,0000001,1,53.78,2016-09-08 00:00:00
201020,2016,20600,0005948,0000002,1,1021.81,2016-09-08 00:00:00
201020,2016,20600,0005959,0000001,1,3585.3,2016-09-08 00:00:00
201020,2016,20600,0005961,0000001,1,149.39,2016-09-08 00:00:00
201020,2016,20600,0005961,0000002,1,6.74,2016-09-08 00:00:00
201020,2016,20600,0005961,0000003,1,14.94,2016-09-08 00:00:00
201020,2016,20600,0005961,0000004,1,29.88,2016-09-08 00:00:00
201020,2016,20600,0005961,0000005,1,2786.8,2016-09-08 00:00:00
201020,2016,20600,0005974,0000001,1,6716.88,2016-09-08 00:00:00
201020,2016,20600,0005976,0000001,1,137.44,2016-09-08 00:00:00
201020,2016,20600,0005976,0000002,1,13.74,2016-09-08 00:00:00
201020,2016,20600,0005976,0000003,1,27.49,2016-09-08 00:00:00
201020,2016,20600,0005976,0000004,1,2570.06,2016-09-08 00:00:00
201020,2016,20600,0005992,0000001,1,2390.2,2016-09-08 00:00:00
201020,2016,20600,0005994,0000001,1,173.29,2016-09-08 00:00:00
201020,2016,20600,0005994,0000002,1,27.46,2016-09-08 00:00:00
201020,2016,20600,0005994,0000003,1,17.33,2016-09-08 00:00:00
201020,2016,20600,0005994,0000004,1,34.66,2016-09-08 00:00:00
201020,2016,20600,0005994,0000005,1,3213.05,2016-09-08 00:00:00
201020,2016,20600,0006008,0000001,1,7641.99,2016-09-09 00:00:00
201020,2016,20600,0006010,0000001,1,3501.64,2016-09-08 00:00:00
201020,2016,20600,0006012,0000001,1,143.46,2016-09-08 00:00:00
201020,2016,20600,0006012,0000002,1,1.6,2016-09-08 00:00:00
201020,2016,20600,0006012,0000003,1,14.35,2016-09-08 00:00:00
201020,2016,20600,0006012,0000004,1,28.69,2016-09-08 00:00:00
201020,2016,20600,0006012,0000005,1,2681.04,2016-09-08 00:00:00
201020,2016,20600,0006023,0000001,1,2031.67,2016-09-08 00:00:00
201020,2016,20600,0006025,0000001,1,3854.34,2016-09-08 00:00:00
201020,2016,20600,0006027,0000001,1,212.13,2016-09-08 00:00:00
201020,2016,20600,0006027,0000002,1,61.14,2016-09-08 00:00:00
201020,2016,20600,0006027,0000003,1,21.21,2016-09-08 00:00:00
201020,2016,20600,0006027,0000004,1,42.43,2016-09-08 00:00:00
201020,2016,20600,0006027,0000005,1,3905.7,2016-09-08 00:00:00
201020,2016,20600,0006038,0000001,1,2748.73,2016-09-08 00:00:00
201020,2016,20600,0006040,0000001,1,119.17,2016-09-08 00:00:00
201020,2016,20600,0006042,0000001,1,77.19,2016-09-08 00:00:00
201020,2016,20600,0006042,0000002,1,1466.56,2016-09-08 00:00:00
201020,2016,20600,0006053,0000001,1,2091.43,2016-09-08 00:00:00
201020,2016,20600,0006055,0000001,1,2151.18,2016-09-08 00:00:00
201020,2016,20600,0006057,0000001,1,150.58,2016-09-08 00:00:00
201020,2016,20600,0006057,0000002,1,7.77,2016-09-08 00:00:00
201020,2016,20600,0006057,0000003,1,15.06,2016-09-08 00:00:00
201020,2016,20600,0006057,0000004,1,30.12,2016-09-08 00:00:00
201020,2016,20600,0006057,0000005,1,2808.12,2016-09-08 00:00:00
201020,2016,20600,0006068,0000001,1,1434.12,2016-09-08 00:00:00
201020,2016,20600,0006072,0000001,1,191.22,2016-09-08 00:00:00
201020,2016,20600,0006072,0000002,1,43,2016-09-08 00:00:00
201020,2016,20600,0006072,0000003,1,19.12,2016-09-08 00:00:00
201020,2016,20600,0006072,0000004,1,38.24,2016-09-08 00:00:00
201020,2016,20600,0006072,0000005,1,3532.74,2016-09-08 00:00:00
201020,2016,20600,0006083,0000001,1,7170.6,2016-09-08 00:00:00
201020,2016,20600,0006085,0000001,1,59.76,2016-09-08 00:00:00
201020,2016,20600,0006085,0000002,1,1135.34,2016-09-08 00:00:00
201020,2016,20600,0006087,0000001,1,77.68,2016-09-08 00:00:00
201020,2016,20600,0006087,0000002,1,1475.95,2016-09-08 00:00:00
201020,2016,20600,0006098,0000001,1,5795.76,2016-09-08 00:00:00
201020,2016,20600,0006100,0000001,1,161.34,2016-09-08 00:00:00
201020,2016,20600,0006100,0000002,1,17.1,2016-09-08 00:00:00
201020,2016,20600,0006100,0000003,1,16.13,2016-09-08 00:00:00
201020,2016,20600,0006100,0000004,1,32.27,2016-09-08 00:00:00
201020,2016,20600,0006100,0000005,1,2999.93,2016-09-08 00:00:00
201020,2016,20600,0006102,0000001,1,83.66,2016-09-08 00:00:00
201020,2016,20600,0006102,0000002,1,1589.48,2016-09-08 00:00:00
201020,2016,20600,0006105,0000001,1,29.89,2016-09-08 00:00:00
201020,2016,20600,0006105,0000002,1,568,2016-09-08 00:00:00
201020,2016,20600,0007144,0000001,1,3501.64,2016-10-21 00:00:00
201020,2016,20600,0007401,0000002,1,61.14,2016-11-18 00:00:00
201020,2016,20600,0007401,0000003,1,21.21,2016-11-18 00:00:00
201020,2016,20600,0007401,0000004,1,42.43,2016-11-18 00:00:00
201020,2016,20600,0007401,0000005,1,212.12,2016-11-18 00:00:00
201020,2016,20600,0007401,0000006,1,3905.71,2016-11-17 00:00:00
201020,2016,20600,0007402,0000001,1,77.19,2016-11-18 00:00:00
201020,2016,20600,0007402,0000002,1,1466.56,2016-11-17 00:00:00
201020,2016,20600,0007403,0000001,1,150.58,2016-11-18 00:00:00
201020,2016,20600,0007403,0000002,1,7.77,2016-11-18 00:00:00
201020,2016,20600,0007403,0000003,1,15.06,2016-11-18 00:00:00
201020,2016,20600,0007403,0000004,1,30.12,2016-11-18 00:00:00
201020,2016,20600,0007403,0000005,1,2808.12,2016-11-17 00:00:00
201020,2016,20600,0007404,0000001,1,191.22,2016-11-18 00:00:00
201020,2016,20600,0007404,0000002,1,43,2016-11-18 00:00:00
201020,2016,20600,0007404,0000003,1,19.12,2016-11-18 00:00:00
201020,2016,20600,0007404,0000004,1,38.24,2016-11-18 00:00:00
201020,2016,20600,0007404,0000005,1,3532.74,2016-11-17 00:00:00
201020,2016,20600,0007405,0000001,1,77.68,2016-11-18 00:00:00
201020,2016,20600,0007405,0000002,1,1475.95,2016-11-17 00:00:00
201020,2016,20600,0007406,0000001,1,83.66,2016-11-18 00:00:00
201020,2016,20600,0007406,0000002,1,1589.48,2016-11-17 00:00:00
201020,2016,20600,0007407,0000001,1,53.78,2016-11-18 00:00:00
201020,2016,20600,0007407,0000002,1,1021.81,2016-11-17 00:00:00
201020,2016,20600,0007408,0000001,1,2151.18,2016-11-17 00:00:00
201020,2016,20600,0007409,0000001,1,59.76,2016-11-18 00:00:00
201020,2016,20600,0007409,0000002,1,1135.34,2016-11-17 00:00:00
201020,2016,20600,0007410,0000001,1,161.34,2016-11-18 00:00:00
201020,2016,20600,0007410,0000002,1,17.1,2016-11-18 00:00:00
201020,2016,20600,0007410,0000003,1,16.13,2016-11-18 00:00:00
201020,2016,20600,0007410,0000004,1,32.27,2016-11-18 00:00:00
201020,2016,20600,0007410,0000005,1,2999.93,2016-11-17 00:00:00
201020,2016,20600,0007411,0000001,1,149.39,2016-11-18 00:00:00
201020,2016,20600,0007411,0000002,1,6.74,2016-11-18 00:00:00
201020,2016,20600,0007411,0000003,1,14.94,2016-11-18 00:00:00
201020,2016,20600,0007411,0000004,1,29.88,2016-11-18 00:00:00
201020,2016,20600,0007411,0000005,1,2786.8,2016-11-17 00:00:00
201020,2016,20600,0007412,0000001,1,137.44,2016-11-18 00:00:00
201020,2016,20600,0007412,0000002,1,13.74,2016-11-18 00:00:00
201020,2016,20600,0007412,0000003,1,27.49,2016-11-18 00:00:00
201020,2016,20600,0007412,0000004,1,2570.06,2016-11-17 00:00:00
201020,2016,20600,0007413,0000001,1,173.29,2016-11-18 00:00:00
201020,2016,20600,0007413,0000002,1,27.46,2016-11-18 00:00:00
201020,2016,20600,0007413,0000003,1,17.33,2016-11-18 00:00:00
201020,2016,20600,0007413,0000004,1,34.66,2016-11-18 00:00:00
201020,2016,20600,0007413,0000005,1,3213.05,2016-11-17 00:00:00
201020,2016,20600,0007414,0000001,1,137.44,2016-11-18 00:00:00
201020,2016,20600,0007414,0000002,1,13.74,2016-11-18 00:00:00
201020,2016,20600,0007414,0000003,1,27.49,2016-11-18 00:00:00
201020,2016,20600,0007414,0000004,1,2570.06,2016-11-17 00:00:00
201020,2016,20600,0007415,0000001,1,29.89,2016-11-18 00:00:00
201020,2016,20600,0007415,0000002,1,568,2016-11-17 00:00:00
201020,2016,20600,0007416,0000001,1,2031.67,2016-11-17 00:00:00
201020,2016,20600,0007417,0000001,1,2091.43,2016-11-17 00:00:00
201020,2016,20600,0007418,0000001,1,1434.12,2016-11-17 00:00:00
201020,2016,20600,0007419,0000001,1,7170.6,2016-11-17 00:00:00
201020,2016,20600,0007420,0000001,1,5795.76,2016-11-17 00:00:00
201020,2016,20600,0007421,0000001,1,3585.3,2016-11-17 00:00:00
201020,2016,20600,0007422,0000001,1,3854.34,2016-11-17 00:00:00
201020,2016,20600,0007423,0000001,1,7641.99,2016-11-17 00:00:00
201020,2016,20600,0007424,0000001,1,2390.2,2016-11-17 00:00:00
201020,2016,20600,0007845,0000001,1,119.17,2016-11-17 00:00:00
201020,2016,20600,0008068,0000001,1,6716.88,2016-11-30 00:00:00
201020,2016,20600,0008169,0000001,1,212.12,2016-12-19 00:00:00
201020,2016,20600,0008169,0000002,1,61.14,2016-12-19 00:00:00
201020,2016,20600,0008169,0000003,1,21.21,2016-12-19 00:00:00
201020,2016,20600,0008169,0000004,1,42.43,2016-12-19 00:00:00
201020,2016,20600,0008169,0000005,1,3905.71,2016-12-19 00:00:00
201020,2016,20600,0008170,0000001,1,77.19,2016-12-19 00:00:00
201020,2016,20600,0008170,0000002,1,1466.56,2016-12-19 00:00:00
201020,2016,20600,0008171,0000001,1,150.58,2016-12-19 00:00:00
201020,2016,20600,0008171,0000002,1,7.77,2016-12-19 00:00:00
201020,2016,20600,0008171,0000003,1,15.06,2016-12-19 00:00:00
201020,2016,20600,0008171,0000004,1,30.12,2016-12-19 00:00:00
201020,2016,20600,0008171,0000005,1,2808.12,2016-12-19 00:00:00
201020,2016,20600,0008172,0000001,1,191.22,2016-12-19 00:00:00
201020,2016,20600,0008172,0000002,1,43,2016-12-19 00:00:00
201020,2016,20600,0008172,0000003,1,19.12,2016-12-19 00:00:00
201020,2016,20600,0008172,0000004,1,38.24,2016-12-19 00:00:00
